length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,nb_hyperlinks,submit_email,safe_anchor,status
43,15,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,92,0,31,0
48,16,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,610,0,82,0
54,16,0,3,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,26,0,20,1
36,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,9,0,0,0
60,17,0,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,100,0,66,0
34,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,14,0,14,1
33,22,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,230,0,63,0
70,22,0,2,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,280,0,54,0
41,32,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,203,0,6,1
23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,12,0,100,1
64,19,0,1,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1
86,14,1,2,0,0,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,6,0,100,1
67,16,0,4,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
70,14,0,1,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,33,0,0,0
127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,51,0,100,1
62,14,0,3,1,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,1,0,0,0,1,99,0,72,0
24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,313,0,0,0
77,15,1,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1
155,14,1,4,7,1,0,2,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,31,0,0,1
55,36,0,5,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,19,0,100,1
56,30,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,103,0,0,1
37,16,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
42,35,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,226,0,58,0
31,13,1,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1
27,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
26,17,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,204,0,66,0
39,15,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,543,0,60,0
113,24,1,3,0,0,1,1,0,2,0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,6,0,0,1
23,15,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,129,0,0,0
71,19,0,2,1,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,4,0,100,1
41,33,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,10,0,0,1
47,20,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,79,0,0,0
28,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1
51,43,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
96,21,1,3,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,7,0,0,0
61,16,0,2,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
76,50,1,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,51,0,100,1
61,40,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,218,0,83,0
47,7,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
130,122,1,8,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
63,14,0,1,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,247,0,42,0
45,17,0,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,26,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,14,0,0,1
81,16,0,3,7,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,51,0,68,0
48,15,0,2,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,84,0,75,0
23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,8,0,25,0
44,26,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,87,0,32,1
23,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,154,0,33,0
106,19,1,2,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,88,0,85,1
44,25,1,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,21,0,25,1
77,14,0,2,8,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,72,0,22,0
30,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0
56,20,0,2,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
89,16,0,2,0,0,0,0,0,1,4,0,0,6,0,1,0,0,0,0,1,1,0,0,1,213,0,0,0
89,11,0,3,8,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,114,0,77,0
43,15,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,52,0,0,0
111,14,0,7,0,0,0,0,0,0,2,0,1,10,0,1,0,0,0,1,1,0,0,0,0,38,0,0,0
85,20,0,2,10,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,24,0,66,0
83,33,0,4,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,26,0,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,27,0,0,1
68,16,0,2,0,0,0,0,0,1,2,0,0,6,0,1,0,0,0,0,1,0,0,0,1,213,0,0,0
22,13,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21,12,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,217,0,15,0
61,14,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,20,0,0,0
263,20,1,5,0,0,1,2,0,3,1,0,0,10,0,1,0,0,0,0,1,3,0,0,1,74,0,17,1
59,20,0,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1,82,0,47,0
168,12,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1
33,25,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,47,0,0,1
59,19,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,278,0,84,0
37,14,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,571,0,85,0
30,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,560,0,25,0
136,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,2,0,0,0,1,0,0,0,51,0,100,1
70,40,0,5,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,22,0,25,1
30,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,12,0,77,0
99,15,0,2,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,25,0,0,1
71,24,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,89,0,72,0
71,63,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,47,0,100,1
51,31,0,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,34,0,100,1
57,49,0,5,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,10,0,0,1
80,16,0,2,9,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
53,21,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
88,18,0,2,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,415,0,16,0
37,28,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41,24,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
96,37,0,3,1,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,1,22,0,0,1
121,16,0,2,1,0,0,0,0,0,0,0,28,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
49,18,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,127,0,71,0
32,14,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2228,0,99,0
66,18,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,196,0,38,0
59,23,0,2,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,0,0,0,251,0,28,0
149,17,0,4,1,0,1,2,0,3,1,0,1,8,0,1,0,2,0,1,1,0,0,0,1,22,0,50,1
34,15,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,21,0,0,1
102,25,0,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,61,0,50,0
46,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,196,0,53,0
165,16,1,7,1,0,1,3,0,1,3,0,0,4,0,1,0,0,0,0,1,0,0,0,0,28,0,54,1
46,24,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,110,0,35,0
27,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,16,0,100,0
19,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,6,0,0,1
43,14,0,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
177,32,1,16,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2,0,0,1,87,0,32,1
112,9,1,2,0,0,1,4,0,5,0,0,0,3,0,2,0,4,0,0,0,0,0,0,1,17,0,66,1
22,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,95,0,40,0
66,27,1,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,10,0,0,1
26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,114,0,22,0
58,50,0,2,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,9,0,0,1
119,14,1,1,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,44,0,100,1
25,18,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,12,0,0,1
76,50,1,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,51,0,100,1
88,20,0,1,8,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,12,0,100,0
34,12,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,7,0,0,1
31,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,24,0,0,1
35,26,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,26,0,22,0
29,21,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,18,0,55,0
131,54,1,5,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,1,0,0,1,51,0,100,1
24,16,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,85,0,60,0
263,25,0,3,0,0,1,1,0,2,0,0,0,5,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
32,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
79,23,1,2,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
44,9,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
15,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,984,0,30,0
119,42,1,4,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,1,51,0,100,1
63,19,0,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
126,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,51,0,100,1
47,16,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,193,0,17,1
63,23,0,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,144,0,90,0
64,14,1,3,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,144,0,67,0
106,22,1,3,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1
33,16,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,146,0,64,0
26,18,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0
31,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,543,0,97,0
40,31,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,11,0,0,1
32,25,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,14,0,14,1
68,37,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
27,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
59,10,0,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,10,0,0,1
37,28,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,73,0,69,0
30,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,127,0,100,1
96,20,0,4,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,3,0,0,1,220,0,17,1
37,29,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,47,0,0,1
122,31,1,2,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,20,0,0,1
69,16,0,2,7,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,46,0,18,0
98,28,0,2,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,87,0,97,0
42,33,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,29,0,80,0
31,24,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,307,0,72,0
58,17,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,123,0,40,0
26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,42,0,46,0
67,18,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,89,0,18,0
112,12,0,3,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
40,23,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,40,0,69,0
25,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
19,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,89,0,57,0
550,25,1,5,24,0,1,9,0,10,7,0,5,5,0,2,0,0,0,1,0,1,0,1,0,12,0,0,0
19,10,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,127,0,100,0
41,21,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,113,0,45,0
31,23,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,84,0,75,0
67,15,0,2,2,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,1,0,0,0,1,269,0,83,0
55,17,0,3,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0
44,14,1,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,71,0,100,0
34,25,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,18,0,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,66,0,19,0
64,27,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,184,0,62,0
44,16,0,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,315,0,64,0
40,15,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,292,0,72,0
89,20,0,3,0,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,32,0,0,1
91,12,0,2,0,0,1,1,0,2,2,0,1,3,0,1,0,0,0,0,1,0,0,0,0,282,0,33,0
85,20,0,4,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
61,21,0,2,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,97,0,84,0
42,13,0,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,4,0,66,1
60,15,0,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
64,15,0,2,0,0,1,1,0,2,0,0,3,4,0,1,0,0,0,3,0,0,0,0,1,40,0,0,0
81,27,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,30,0,100,1
42,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,1,132,0,19,0
63,55,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,52,0,0,1
39,14,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
120,15,1,2,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,123,0,16,1
30,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,67,0,0,0
153,12,1,5,0,0,2,6,0,9,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
73,26,0,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,106,0,37,0
24,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,33,0,22,0
174,39,0,2,2,0,1,1,0,2,5,0,1,7,0,4,0,1,0,0,0,1,0,0,0,7,0,0,1
96,14,1,2,11,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,63,0,92,0
84,22,1,2,0,0,1,0,0,1,0,0,1,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
32,13,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
28,20,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,39,0,0,0
53,18,0,2,0,0,1,1,0,2,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,150,0,57,0
31,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,107,0,0,0
41,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,250,0,53,0
40,19,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,264,0,84,0
27,20,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,319,0,100,0
41,33,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,465,0,51,1
43,15,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,52,0,0,0
89,23,1,3,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0,0,26,0,0,1
125,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,51,0,100,1
23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,90,0,56,0
39,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,53,0,80,0
24,17,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,67,0,75,0
27,5,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,38,0,100,1
48,30,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
48,35,0,2,3,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,28,0,0,1
45,21,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,203,0,29,0
65,18,0,3,1,0,0,0,0,0,0,0,4,4,0,1,0,0,0,4,0,0,0,0,1,4,0,100,1
68,42,1,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,4,0,100,1
51,20,0,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,108,0,94,0
61,25,0,2,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
26,18,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,30,0,0,0
39,25,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,36,0,68,0
26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,126,0,31,0
66,28,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,99,0,7,0
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,14,0,3,0,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,4,0,0,1
18,11,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,112,0,30,0
30,23,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,14,0,14,1
90,17,1,3,0,0,1,0,0,1,0,0,0,3,0,1,0,1,0,0,2,0,0,0,0,13,0,87,0
69,19,0,4,0,0,0,0,0,0,1,1,0,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
66,21,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,35,0,8,0
43,15,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,52,0,0,0
33,11,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0
36,27,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,13,0,16,1
24,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,40,0,18,0
28,20,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
98,15,1,1,4,0,0,0,0,0,5,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
81,27,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,30,0,100,1
35,28,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,47,0,0,1
176,13,1,6,1,0,1,3,0,2,3,0,0,6,0,1,0,0,0,0,0,0,0,0,1,7,0,0,1
38,17,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,542,0,78,0
26,11,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1
48,20,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,21,0,75,1
40,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,4,0,100,1
44,21,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
26,10,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,25,0,100,1
53,22,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
90,37,0,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,130,0,90,0
36,28,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,83,0,63,0
51,18,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,43,0,50,0
28,19,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,4,0,50,0
28,19,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0
63,10,1,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,48,0,100,1
45,13,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,7,0,0,1
